[Mon Nov 03 22:42:54.167024 2025] [php7:notice] [pid 26869] [client 10.212.134.5:63184] PHP Notice:  Undefined index: User_name in /home/ycao/public_html/r_Users.php on line 61
[Mon Nov 03 22:42:54.167053 2025] [php7:notice] [pid 26869] [client 10.212.134.5:63184] PHP Notice:  Undefined index: Email in /home/ycao/public_html/r_Users.php on line 62
[Wed Nov 05 20:56:38.717941 2025] [php7:warn] [pid 26868] [client 10.212.134.2:60815] PHP Warning:  mysqli::__construct(): (HY000/1045): Access denied for user 'root'@'localhost' (using password: NO) in /home/ycao/public_html/db_connect.php on line 7
[Wed Nov 05 20:57:38.695593 2025] [php7:notice] [pid 19408] [client 10.212.134.2:61075] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/db_auth.php on line 17, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 20:57:38.695714 2025] [php7:error] [pid 19408] [client 10.212.134.2:61075] PHP Fatal error:  Uncaught Error: Call to a member function bind_param() on bool in /home/ycao/public_html/db_auth.php:20\nStack trace:\n#0 {main}\n  thrown in /home/ycao/public_html/db_auth.php on line 20, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 20:57:56.430572 2025] [php7:notice] [pid 19407] [client 10.212.134.2:61165] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/db_auth.php on line 17, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 20:57:56.430667 2025] [php7:error] [pid 19407] [client 10.212.134.2:61165] PHP Fatal error:  Uncaught Error: Call to a member function bind_param() on bool in /home/ycao/public_html/db_auth.php:20\nStack trace:\n#0 {main}\n  thrown in /home/ycao/public_html/db_auth.php on line 20, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:01:54.301909 2025] [php7:notice] [pid 26867] [client 10.212.134.2:62152] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/db_auth.php on line 17, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:02:00.612217 2025] [php7:notice] [pid 19730] [client 10.212.134.2:62186] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/db_auth.php on line 17, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied%3A+not+allowed+to+access+maintenance+page
[Wed Nov 05 21:08:37.314411 2025] [php7:notice] [pid 15259] [client 10.212.134.2:63914] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/db_auth.php on line 50, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied%3A+not+allowed+to+access+maintenance+page
[Wed Nov 05 21:09:44.328567 2025] [php7:notice] [pid 26869] [client 10.212.134.2:64207] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/maintenance.php on line 10, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:11:27.861474 2025] [php7:notice] [pid 18935] [client 10.212.134.2:64703] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/db_auth.php on line 50, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:17:25.408617 2025] [php7:notice] [pid 18986] [client 10.212.134.2:49962] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/maintenance.php on line 10, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:20:55.029389 2025] [php7:notice] [pid 26867] [client 10.212.134.2:50973] PHP Notice:  Undefined index: User_id in /home/ycao/public_html/maintenance.php on line 10, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:23:01.198547 2025] [php7:notice] [pid 15259] [client 10.212.134.2:51527] PHP Notice:  Undefined variable: _SESSION in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:23:01.198579 2025] [php7:notice] [pid 15259] [client 10.212.134.2:51527] PHP Notice:  Trying to access array offset on value of type null in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:23:01.198586 2025] [php7:notice] [pid 15259] [client 10.212.134.2:51527] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/maintenance.php on line 76, referer: http://10.60.36.1/~ycao/login.php?error=Access+denied
[Wed Nov 05 21:33:30.079210 2025] [php7:notice] [pid 18986] [client 10.212.134.2:54270] PHP Notice:  Undefined variable: _SESSION in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:33:30.079236 2025] [php7:notice] [pid 18986] [client 10.212.134.2:54270] PHP Notice:  Trying to access array offset on value of type null in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:33:30.079243 2025] [php7:notice] [pid 18986] [client 10.212.134.2:54270] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/maintenance.php on line 76, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:37:21.952063 2025] [php7:notice] [pid 19408] [client 10.212.134.2:55303] PHP Notice:  Undefined variable: _SESSION in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:37:21.952088 2025] [php7:notice] [pid 19408] [client 10.212.134.2:55303] PHP Notice:  Trying to access array offset on value of type null in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:37:21.952104 2025] [php7:notice] [pid 19408] [client 10.212.134.2:55303] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/maintenance.php on line 76, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:38:29.058461 2025] [php7:notice] [pid 15259] [client 10.212.134.2:55613] PHP Notice:  Undefined variable: _SESSION in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:38:29.058487 2025] [php7:notice] [pid 15259] [client 10.212.134.2:55613] PHP Notice:  Trying to access array offset on value of type null in /home/ycao/public_html/maintenance.php on line 75, referer: http://10.60.36.1/~ycao/login.php
[Wed Nov 05 21:38:29.058493 2025] [php7:notice] [pid 15259] [client 10.212.134.2:55613] PHP Notice:  Undefined variable: user_id in /home/ycao/public_html/maintenance.php on line 76, referer: http://10.60.36.1/~ycao/login.php
